phi_R,phi_N,mean_R,mean_N,q_R,q_N,Survive,Survive_bar,phi_R_bar,phi_N_bar,mean_R_bar,mean_N_bar,q_R_bar,q_N_bar,var_R,var_N,power,power_bar,opti_f,opti_f_bar,lam_min,lam_min_cor,lam_min_ran,nu,nu_threshold,chi,dynamics,size,mu,epsilon,sample_size
1.0,1.0,0.7338922093355316,6.80022935210071,0.5564831394461933,47.941478172380116,100.0,0.0,0.0,0.0,0.01065977738747995,0.10894602374071836,0.01578994522017047,1.7035373023414258,0.017885364522805675,1.69835893120807,678.3920345460422,12.317206639502722,86.9443689590672,2.0798241258148846,0.7082469473257134,3.4194702984082648,3.414116428577357,-1.009749522910161,-1.009749522910161,2.3717497398237793e-18,quadratic,100,0.3581329925143315,0.11937766417144383,10
1.0,1.0,0.6184349167709325,5.837644202967451,0.4106356575216266,36.71544947335158,100.0,0.0,0.0,0.0,0.0067053425181907485,0.09963058863574387,0.009971996035915887,1.3238603020458775,0.028173911240156356,2.6373596329121036,582.6377770221151,11.023807247949263,90.56660020138831,1.7416976430336768,0.5308537965305504,1.4577188028939552,1.4467281978103386,-1.0405187279939536,-1.0405187279939536,5.3343987970751275e-18,quadratic,100,0.6092752862714217,0.2030917620904739,10
0.9810000000000001,0.969,0.48962783545954847,4.660350187426249,0.28464539507113207,38.45374572149993,96.9,3.5902646142032486,0.02256102834535695,0.03590264614203247,0.008890181461224172,0.11247125333697042,0.015970613595071074,22.06936289558992,0.04490997781432939,16.73488185205606,461.8222707595172,9.622986950811663,90.99132571514804,1.7239879455296112,0.16041598138111107,0.1173491484038934,0.11142222820756797,-2.1905173191637566,-2.1905173191637566,0.011999999999999986,quadratic,100,1.0365321883776655,0.34551072945922184,10
0.853,0.8030000000000002,0.35976769270070913,3.4776932786084354,0.20351676909652117,25.899995663582082,80.3,3.551056180912941,0.026095976701399775,0.0355105618091294,0.007012149692366836,0.06366811272940012,0.016026740539198177,3.697902551630689,0.07408397638532929,13.805645123503792,343.0688186861379,5.830777841679805,94.43796927384025,1.2275121579841752,0.006231644890067389,0.0076456234363497955,0.0054918173644834785,-4.87220099326572,-4.87220099326572,0.05000000000000008,quadratic,100,1.7634048216824736,0.5878016072274912,10
0.6969999999999998,0.655,0.24111311219466058,2.3992962057541916,0.12099079075136596,13.876459713008366,65.5,3.1064449134018135,0.03377869150810906,0.03106444913401814,0.007987891627759739,0.061687879338711185,0.014282924136436692,1.116528550790971,0.06285525787917098,8.119837430061907,234.23696619457183,5.957514814078689,96.45574256979064,1.992829510163795,0.0053352001479685315,0.002894361175145797,0.0021767373720315243,-5.876618437964486,-5.876618437964486,0.04199999999999998,quadratic,100,3.0,1.0,10
0.564,0.524,0.15929775103328134,1.592055765513505,0.07115524818242827,8.21246636792381,52.4,4.608687448721165,0.04521061822182926,0.04608687448721166,0.0048395911648297756,0.04779142024461219,0.008815775597689706,1.2009512600001784,0.04577947469816699,5.677824807419016,155.84216789145393,4.155932442550059,98.25121971287918,1.4375291502882486,0.012692614724769796,0.004489229391103757,0.004180272078557423,-2.5100678797977323,-2.5100678797977323,0.039999999999999966,quadratic,100,5.103762839557767,1.7012542798525891,10
0.538,0.513,0.10001537469381092,1.0316166633087724,0.0291307461078067,3.3390739232970548,51.3,2.9000000000000004,0.021817424229271448,0.029000000000000026,0.004046667265847369,0.042266003197452544,0.004148529344291199,0.4426116546170065,0.019127670932663307,2.2748409832807295,99.23465673274005,4.508278082062093,99.1604362864718,2.3323129063461687,0.02284038482749182,0.009056457406379132,0.0073714562575162845,-1.8077459488124012,-1.8077459488124012,0.024999999999999932,quadratic,100,8.682798374150256,2.8942661247167516,10
0.508,0.49799999999999994,0.06106847940076759,0.6306996568361165,0.011726766763406494,1.2738389057562143,49.8,2.227105745132009,0.021817424229271448,0.022271057451320107,0.0035338522760533747,0.036101029460905355,0.0020177677774177423,0.20903720075131302,0.00799740758708452,0.8760568486230191,61.569310022237076,3.5618716770739374,100.4528409075083,1.4095386079881624,0.03356668912425253,0.011894202631082165,0.014698116581516004,-0.7632730268566086,-0.7632730268566086,0.009999999999999997,quadratic,100,14.771647895120225,4.923882631706742,10
0.493,0.47800000000000004,0.037114509046045054,0.3840033973148696,0.004371856191755982,0.47983107039389655,47.8,2.7129319932501077,0.03436568055487918,0.027129319932501075,0.002747116170363062,0.024673218428423502,0.0007430670388664902,0.05342332005103898,0.002994369410027022,0.33237246124453496,37.527102279593414,2.5513553936366358,100.34041992100995,1.4969009402672728,0.14510103317258033,0.026657930613181523,0.02302649478387317,-0.2337238637907985,-0.2337238637907985,0.015000000000000003,quadratic,100,25.130329202048774,8.376776400682925,10
0.49700000000000005,0.49499999999999994,0.022184140413237175,0.23198447016140367,0.001671939895320542,0.1732095820150241,49.5,2.6172504656604803,0.028653097563788813,0.026172504656604804,0.0009488796138260254,0.012130133423396474,0.0003021099457538275,0.029011609447667817,0.001179803809446319,0.1193927876189569,22.561320327424436,1.0783011035841281,100.64759687994815,2.2044851215054404,0.20560097474869413,0.028645161335287734,0.026305492833309886,-0.1711494031562659,-0.1711494031562659,0.0020000000000000052,quadratic,100,42.75308010908998,14.251026703029993,10
0.48600000000000004,0.48,0.013418231299590324,0.1404347693894166,0.0006227955793171175,0.06479385531104662,48.0,3.4641016151377544,0.03611094017053559,0.03464101615137756,0.0010790559670335622,0.011481134967765039,0.00012982950942615703,0.010273466257215709,0.00044274664810781204,0.045071930857588004,13.591786478309718,1.1339102671494032,99.93263703174927,1.6542949559901001,0.9028064711587019,0.0492647345544544,0.05913296568246029,-0.03777408740853156,-0.03777408740853156,0.006000000000000001,quadratic,100,72.73386051246992,24.244620170823307,10
0.484,0.48200000000000004,0.0078217945767628,0.08167859280700952,0.0002053400204245316,0.02156459940337292,48.2,2.181742422927143,0.022000000000000002,0.02181742422927143,0.0005888952079618428,0.00535438729622551,3.5344923312605184e-05,0.0028619782972068497,0.00014415955002345564,0.01489320688043965,7.981929217303842,0.5593153784574163,100.93548989805389,1.5038308802058604,1.5289668258187503,0.05118883324401481,0.06336665878210035,-0.02694835558290229,-0.02694835558290229,0.0020000000000000005,quadratic,100,123.73879148704069,41.246263829013564,10
0.488,0.48600000000000004,0.004676028479057319,0.049363479012715025,6.940152860367163e-05,0.00808757211251573,48.6,4.565084884205331,0.046861498055439946,0.04565084884205333,0.00023605568904420287,0.0030047251359974427,9.533520193036626e-06,0.0014531037630910754,4.753628626671653e-05,0.005650819052276974,4.781720822394378,0.25777615105272383,100.70049033272755,1.9740773655319364,6.063150756047774,0.17376576690467152,0.15389617971923206,-0.004670714503036787,-0.004670714503036787,0.0019999999999999996,quadratic,100,210.5111486011151,70.17038286703837,10
0.48299999999999993,0.48199999999999993,0.002741877087377614,0.028548233828918836,2.445569727624104e-05,0.002610865637000462,48.2,2.8565713714171403,0.027221315177632408,0.02856571371417141,0.0002454699696838284,0.0019991747899644075,5.382704817305496e-06,0.0003822374418174973,1.6937807313954695e-05,0.0017958639822498361,2.799361653284916,0.22425425391833842,101.3611136243632,1.9571803980845348,10.856209296735447,0.17861047242544953,0.12454190386648481,-0.0051833614752875784,-0.0051833614752875784,0.0009999999999999996,quadratic,100,358.1329925143307,119.37766417144357,10
0.499,0.4960000000000001,0.0016375781856631077,0.016842965057108483,8.297670420464588e-06,0.0009309895763472781,49.6,2.8705400188814645,0.027367864366808037,0.028705400188814668,9.412970516846697e-05,0.0010268827218417773,1.2308797809220803e-06,0.00016376407751129206,5.616008106304913e-06,0.0006473041044323007,1.6691030735043781,0.10460739973200395,101.4018962243846,2.593481223505443,44.67315914654209,0.3176698643646364,0.3355073657362849,-0.0006865157258723395,-0.0006865157258723395,0.0030000000000000005,quadratic,100,609.2752862714217,203.09176209047388,10
0.4800000000000001,0.4800000000000001,0.0009481801076359292,0.009864594260056495,2.906742113695705e-06,0.0003314142826557805,48.0,2.449489742783178,0.024494897427831782,0.024494897427831782,3.7840137334260545e-05,0.00046895780947169366,2.94305876338855e-07,3.3927051758876464e-05,2.0076965971792225e-06,0.00023410406274024093,0.9659525949914297,0.0396888881761116,101.41529017647386,2.201043287113611,77.93840193824764,0.3282731368210688,0.40063048492850406,-0.00041653649904581656,-0.00041653649904581656,0.0,quadratic,100,1036.5321883776655,345.5107294592218,10
0.485,0.485,0.0005528377130748809,0.005677895049142,1.0055948026381385e-06,0.00010454399162578386,48.5,4.4777226354476225,0.04477722635447623,0.04477722635447623,2.3916862406556517e-05,0.00027606704543129735,1.270498968782909e-07,1.630402899035084e-05,6.999652656402742e-07,7.230549943671263e-05,0.5550028476940569,0.024690597623648128,99.97161823901891,1.5042948750230567,275.37062422596836,0.4190910330654785,0.4068830799397783,-0.00010529323087899668,-0.00010529323087899668,0.0,quadratic,100,1763.4048216824772,587.8016072274924,10
0.489,0.489,0.0003271262875190679,0.003365462572947507,3.4213422523742824e-07,3.712167760076424e-05,48.9,4.1340053217188775,0.041340053217188796,0.041340053217188796,1.8740722627175414e-05,0.0001616252454648104,3.681550227627227e-08,4.0925791217534345e-06,2.3512261725142036e-07,2.5795339270853784e-05,0.32983130993225374,0.016387013627296446,99.57470733968653,2.0116967943111157,820.4235937072368,1.2212646735022654,1.0234552591017054,-3.739361167337208e-05,-3.739361167337208e-05,0.0,quadratic,100,3000.0,1000.0,10
